Fase,Banco,Tipo de tronadura,Tipo Material,M,Dominio Estructural,Diámetro,BxS,Tiempo entre Pozos Filas ms,Fc,Tipo Explosivo,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,Este,Norte,Cota,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,155,C,0.31,0.67,0.94,1.22,1.54,2.01,2.64,3.58,5.20,9.92,59217.2,91364.8,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.51,0.83,1.14,1.57,2.32,3.35,4.49,5.83,8.07,13.58,59042.9,90562.8,2840.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,155,C,0.55,0.79,1.02,1.50,1.97,2.56,3.03,3.70,4.57,7.05,59278.3,91357.1,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.55,0.94,1.61,2.32,2.95,3.82,4.57,5.63,7.68,9.61,59062.7,90560.7,2840.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,155,C,0.43,0.59,0.83,1.22,1.61,2.13,2.72,3.58,4.57,8.94,59362.9,91413.5,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.59,0.87,1.34,1.97,2.83,3.74,4.88,5.83,7.32,10.00,59063.6,90554.6,2840.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,155,C,0.47,0.87,1.50,2.05,2.48,2.83,3.15,3.70,4.33,6.02,59399.5,91430.9,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.51,0.75,1.02,1.38,1.93,2.95,3.94,5.59,7.52,12.68,59091.1,90547.6,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,126,C,0.67,0.91,1.14,1.38,1.69,2.05,2.64,3.39,4.45,8.23,59321.4,91595.7,3425.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.75,1.22,1.65,2.09,2.76,3.54,4.45,5.67,7.32,9.65,59106.0,90546.0,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,126,C,0.71,0.94,1.18,1.46,1.77,2.24,2.87,3.66,4.84,8.27,59336.0,91626.0,3425.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.67,1.14,1.81,2.52,3.19,3.98,4.76,5.71,6.93,10.08,59111.0,90535.0,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,126,C,0.35,0.63,0.91,1.26,1.73,2.44,3.27,4.21,5.79,11.61,59357.0,91638.0,3425.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.63,1.02,1.50,2.20,3.11,4.13,5.00,5.91,7.01,11.10,59097.0,90523.0,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,126,C,0.39,0.67,0.94,1.22,1.61,2.20,2.99,3.86,4.84,7.76,59385.0,91654.0,3425.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.71,1.06,1.50,2.09,3.03,3.98,4.92,5.83,7.17,12.01,59158.0,90311.0,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,126,C,0.55,0.79,1.14,1.65,2.36,2.99,3.46,4.06,4.96,7.48,59399.1,91601.6,3424.8,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.71,1.06,1.46,2.20,3.31,4.21,5.04,5.79,6.93,11.57,59166.0,90321.0,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,126,C,0.51,0.83,1.18,1.57,2.01,2.60,3.19,3.90,4.84,7.48,59392.5,91582.4,3424.6,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,155,C,0.16,0.55,0.83,1.06,1.42,1.85,2.64,3.54,4.92,11.22,59191.0,91382.0,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.55,0.94,1.34,1.93,2.87,3.74,4.80,5.87,7.64,11.54,59172.0,90346.0,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,126,C,0.51,0.83,1.22,1.69,2.17,2.68,3.35,3.86,4.92,8.35,59354.5,91562.1,3425.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,201,C,0.55,0.83,1.22,1.69,2.09,2.60,3.07,3.70,4.69,7.60,59174.0,91368.0,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.47,0.71,1.02,1.69,2.80,3.74,4.80,5.83,7.24,10.24,59128.7,90377.3,2840.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,201,C,0.31,0.59,0.98,1.46,1.89,2.40,3.07,3.82,5.04,7.48,59140.2,91351.3,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.39,1.02,2.05,3.03,3.66,4.25,5.24,5.87,7.01,9.41,59124.0,90497.9,2840.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,155,C,0.31,0.59,0.87,1.30,1.93,2.64,3.31,3.82,4.69,6.97,59154.3,91408.5,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.31,0.75,1.65,2.68,3.35,3.94,4.80,5.67,6.73,9.41,59080.5,90445.2,2840.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-61,140,C,0.28,0.51,0.79,1.18,1.73,2.44,3.11,3.94,4.96,8.98,59290.4,91683.8,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.43,0.79,1.54,2.24,3.07,3.86,4.88,5.83,7.95,11.81,59103.7,90448.3,2840.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.63,1.06,1.54,2.17,2.87,3.78,4.69,5.79,7.91,11.10,59143.5,90380.7,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.28,0.47,0.71,1.02,1.57,2.28,3.07,3.82,4.72,7.05,59425.8,91560.9,3425.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.59,1.22,1.93,2.64,3.31,3.98,4.72,5.55,6.81,13.39,59153.5,90404.7,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.47,0.91,1.38,1.65,2.01,2.40,2.87,3.58,4.17,4.96,59454.3,91536.9,3425.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.31,1.18,2.20,3.11,3.62,4.37,5.08,6.02,6.85,10.51,59156.9,90433.3,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.35,0.55,0.91,1.42,1.85,2.36,2.91,3.62,4.53,5.94,59470.9,91512.6,3425.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,485,C,0.55,1.38,2.20,2.80,3.58,4.17,5.04,5.83,7.01,10.59,59166.9,90442.6,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.39,0.71,1.14,1.54,2.01,2.48,3.03,3.66,4.53,6.42,59459.2,91492.3,3425.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,538,C,0.35,1.02,1.81,2.56,3.35,3.86,4.88,5.71,6.85,9.65,58978.8,90419.2,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.35,0.63,1.14,1.57,1.97,2.52,3.11,3.66,4.84,6.22,59217.4,91612.2,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.31,0.51,0.91,1.50,2.05,2.64,3.27,4.06,5.08,6.73,59089.0,91440.3,3425.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,155,C,0.31,0.51,0.87,1.34,1.81,2.28,2.80,3.50,4.61,6.50,59307.4,91524.1,3440.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.08,0.08,0.12,0.35,0.59,1.06,2.36,3.86,6.22,12.95,59292.1,91513.1,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.12,0.31,0.51,0.63,0.94,1.54,2.64,3.94,5.47,13.15,59369.3,91463.5,3425.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,538,C,0.16,0.63,0.98,1.57,2.40,3.27,4.33,5.79,8.23,18.50,58973.9,90459.9,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.08,0.31,0.47,0.67,1.10,1.81,2.72,3.90,5.47,11.02,59379.9,91446.5,3425.0,
Stage 1,3470,Tronadura 2,Roca 2,L2,Noreste,12 1/4,11X12,17-84,151,C,0.31,0.43,0.55,0.83,1.18,1.81,2.72,3.62,4.84,7.56,59663.9,91611.2,3470.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,538,C,0.39,0.79,1.22,1.97,3.03,3.86,4.65,5.91,7.32,13.70,58954.6,90503.3,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.31,0.51,0.75,1.10,1.54,1.97,2.60,3.95,5.67,8.74,59422.6,91450.6,3425.0,
Stage 1,3470,Tronadura 2,Roca 2,L2,Noreste,12 1/4,11X12,17-84,151,C,0.16,0.59,0.87,1.18,1.57,2.24,3.23,4.45,6.18,11.46,59679.5,91587.7,3470.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,538,C,0.35,0.79,1.22,2.05,3.03,3.86,4.72,5.75,7.40,16.77,58947.4,90528.2,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.20,0.39,0.59,0.87,1.38,1.97,2.76,3.70,4.88,8.74,59426.2,91410.4,3425.0,
Stage 1,3470,Tronadura 2,Roca 2,L2,Noreste,12 1/4,11X12,17-84,151,C,0.39,0.67,0.94,1.22,1.54,2.01,2.64,3.62,6.18,11.61,59659.0,9157307.0,3470.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,538,C,0.39,0.71,1.10,1.73,2.72,3.66,4.57,5.47,7.09,16.77,58939.0,90560.8,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.20,0.35,0.55,0.83,1.30,1.81,2.52,3.46,4.53,8.74,59480.9,91466.7,3425.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Noreste,12 1/4,13X14,7-42,151,C,0.28,0.47,0.71,1.06,1.54,2.05,2.68,3.62,5.83,8.98,59118.1,91564.5,3440.0,
Stage 1,3470,Tronadura 2,Roca 2,L2,Noreste,12 1/4,11X12,17-84,151,C,0.31,0.63,0.87,1.14,1.50,1.97,2.60,3.66,6.18,11.61,59663.6,91558.8,3470.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,538,C,0.31,0.71,1.06,1.69,2.56,3.35,4.29,5.59,7.28,18.50,58899.1,90554.4,2825.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,538,C,0.24,0.59,0.98,1.77,2.95,3.94,4.96,5.67,7.13,10.98,58869.3,90549.2,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.31,0.55,0.87,1.38,1.97,2.52,3.03,3.90,5.08,7.48,59512.0,91400.4,3425.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,476,C,0.59,1.14,1.89,2.87,3.58,4.17,4.76,5.91,6.73,8.70,58978.1,90567.3,2825.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Noreste,12 1/4,13x14,7-42,151,C,0.39,0.55,0.79,1.26,1.73,2.44,3.15,3.66,4.53,5.55,59344.7,91405.2,3425.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Noreste,12 1/4,13X14,7-42,151,C,0.51,0.75,1.02,1.42,1.89,2.36,2.99,3.70,4.72,8.11,59032.0,91556.5,3440.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,476,C,0.47,1.42,2.28,2.91,3.50,4.13,4.72,5.55,6.46,7.60,59015.3,90572.2,2825.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Noreste,12 1/4,13x14,7-42,151,C,0.28,0.43,0.71,1.34,2.28,2.72,3.07,3.70,4.57,5.79,59013.2,91458.0,3440.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Noreste,12 1/4,13X14,7-42,151,C,0.24,0.55,0.79,1.10,1.46,2.01,2.60,3.70,5.47,11.38,59082.1,91605.2,3440.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,476,C,1.06,2.13,2.68,3.15,3.62,4.06,4.57,5.59,7.44,9.92,59050.9,90588.2,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,143,C,0.51,0.79,1.10,1.46,1.85,2.32,2.91,3.78,5.31,8.62,59302.5,91391.7,3425.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Noreste,12 1/4,7x7,5-36,476,C,0.71,1.69,2.48,3.03,3.62,4.21,4.88,5.63,6.38,7.87,59084.7,90600.5,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,150,C,0.47,1.02,1.46,1.85,2.28,2.68,3.07,3.74,4.61,7.68,59255.6,91401.5,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,150,C,0.35,0.87,1.54,2.01,2.40,2.80,3.19,3.58,4.45,7.05,59238.6,91389.1,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,150,C,0.20,0.47,0.79,1.34,1.93,2.56,3.23,3.98,5.47,7.80,59263.0,91456.0,3425.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Noreste,12 1/4,13X14,7-42,151,C,0.47,0.71,0.98,1.34,1.77,2.24,2.83,3.58,4.69,8.62,58988.0,91468.0,3440.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,150,C,0.35,0.43,0.87,1.18,1.61,2.32,3.03,3.78,4.92,9.45,59278.7,91503.2,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,150,C,0.28,0.31,0.35,0.67,1.22,2.28,3.07,3.90,4.88,7.05,59225.3,91464.7,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,150,C,0.51,0.67,0.79,0.94,1.18,1.57,2.24,3.66,5.71,9.06,59209.4,91426.5,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,150,C,0.47,0.67,0.83,1.02,1.26,1.69,2.44,3.62,5.35,9.06,59208.2,9138.6,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,150,C,0.28,0.47,0.67,0.98,1.50,2.09,2.83,3.66,4.65,7.80,59166.0,91371.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.43,0.63,0.87,1.14,1.61,2.24,2.91,3.66,4.84,7.32,59160.9,91530.4,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,150,C,0.20,0.43,0.63,0.94,1.42,2.13,2.80,3.58,4.41,7.28,59166.5,91388.5,3425.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,171,B,0.08,0.35,0.59,1.26,1.89,2.60,3.11,3.82,5.04,6.65,59588.6,91854.3,3455.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,150,C,0.24,0.43,0.63,0.94,1.54,2.36,3.07,3.74,4.57,6.06,59164.8,91400.7,3425.0,
Stage 2,3455,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,4-30,171,B,0.08,0.24,0.51,0.98,1.69,2.40,3.07,3.90,4.72,7.20,59643.8,91859.4,3455.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.35,0.55,0.83,1.14,1.61,2.24,2.87,3.74,4.76,7.80,59218.4,91562.8,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,154,C,0.43,0.91,1.57,2.01,2.36,2.76,3.11,3.54,4.53,8.46,59250.7,91552.4,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,154,C,0.47,0.79,1.85,2.32,2.80,3.03,3.35,3.78,4.13,5.55,59248.0,91493.7,3425.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,523,C,0.75,2.05,2.91,3.54,4.02,4.72,5.39,5.91,6.50,7.83,58965.3,90298.3,2840.0,
Stage 2,3410,Tronadura 2,Roca 2,L2,Norte,12 1/4,13X14,7-84,214,C,0.31,0.51,0.98,1.50,1.89,2.40,3.23,3.66,4.92,7.60,59417.9,91424.5,3410.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,523,C,0.35,0.98,1.81,2.56,3.43,4.09,4.72,5.83,6.97,9.41,58981.6,90268.5,2840.0,
Stage 2,3410,Tronadura 2,Roca 2,L2,Norte,12 1/4,13X14,7-84,214,C,0.08,0.35,0.59,1.10,1.77,2.36,3.07,3.66,4.92,7.60,59449.2,91445.9,3410.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,523,C,0.83,2.20,2.83,3.27,3.78,4.37,4.92,5.43,6.93,11.85,59004.1,90240.9,2840.0,
Stage 2,3410,Tronadura 2,Roca 2,L2,Norte,12 1/4,13X14,7-84,214,C,0.39,0.83,1.57,2.13,2.52,2.87,3.35,3.78,4.84,5.47,59416.6,91481.8,3410.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,523,C,1.18,2.05,2.56,3.19,3.54,4.17,5.00,5.55,7.28,11.93,59001.9,90201.5,2840.0,
Stage 2,3410,Tronadura 2,Roca 2,L2,Norte,12 1/4,13X14,7-84,214,C,0.31,0.51,1.46,2.13,2.44,2.76,2.99,3.66,4.80,6.57,59463.9,91506.4,3410.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-43,126,C,0.59,0.83,1.02,1.26,1.65,2.20,2.83,3.66,4.61,8.11,59265.9,91585.9,3425.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Norte,12 1/4,13X14,7-84,214,C,0.31,0.47,0.83,1.10,1.46,1.85,2.52,3.50,5.08,7.91,59484.2,91429.8,3410.0,
,,,,,,,,,,,,,,,,,,,,,,,,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.12,0.39,0.63,0.94,1.34,1.77,2.48,3.50,5.28,11.06,59061.1,91347.8,3425.0,
Stage 1,3455,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-42,163,C,0.47,0.71,0.98,1.26,1.61,2.24,2.95,3.78,5.00,7.60,59579.7,91560.2,3455.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,523,C,0.31,0.63,0.94,1.30,1.85,2.80,3.98,5.87,7.87,11.73,58940.5,90228.7,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.28,0.47,0.63,0.83,1.14,1.57,2.32,3.65,5.98,8.62,59019.8,91337.4,3425.0,
Stage 1,3455,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-42,163,C,0.08,0.16,0.39,0.59,0.87,1.30,2.28,3.78,5.63,9.80,59553.3,91545.0,3455.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,523,C,0.08,0.28,0.55,0.91,1.57,2.48,3.86,5.71,8.43,11.50,59021.3,90194.6,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L7,Norte,12 1/4,13x14,7-84,154,C,0.43,0.67,1.18,1.77,2.20,2.68,3.07,3.50,4.17,5.63,58944.6,91351.5,3425.0,
Stage 1,3455,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-42,163,C,0.43,0.63,1.02,1.61,2.20,2.60,3.11,3.58,4.33,8.23,59563.1,91506.0,3455.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,523,C,0.55,0.98,2.17,3.07,3.74,4.29,4.96,5.91,6.93,8.98,58972.0,90147.3,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L7,Norte,12 1/4,13x14,7-84,154,C,0.12,0.12,0.39,0.55,0.91,1.54,2.52,3.46,5.00,9.69,58963.3,9130.6,3425.0,
Stage 1,3455,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-42,163,C,0.63,1.02,1.46,1.89,2.28,2.64,3.07,3.74,4.29,5.67,59562.3,91472.8,3455.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,523,C,0.24,0.59,1.46,2.56,3.31,4.06,5.00,5.83,7.44,10.43,58969.9,90126.4,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.51,0.75,1.06,1.54,2.17,2.60,3.15,3.62,4.49,7.01,59200.5,91447.6,3425.0,
Stage 1,3455,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-42,163,C,0.55,0.83,1.14,1.61,2.20,2.76,3.35,3.98,4.92,7.17,59677.1,91551.9,3455.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,523,C,0.63,1.06,2.05,2.83,3.58,4.37,5.00,5.87,7.05,11.10,59037.0,90222.7,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.63,0.87,1.06,1.38,1.77,2.36,2.99,3.66,4.84,9.80,59168.7,91446.1,3425.0,
Stage 1,3455,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-42,163,C,0.59,0.83,1.06,1.42,1.89,2.44,2.99,3.78,4.92,9.69,5929.9,91503.0,3455.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-36,504,C,0.71,1.14,1.69,2.44,3.31,4.21,4.88,5.98,7.32,15.28,59070.1,90233.9,2840.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.43,0.71,0.94,1.30,1.77,2.40,2.99,3.66,4.92,10.51,59122.4,91419.0,3425.0,
Stage 1,3455,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-42,163,C,0.47,0.83,1.22,1.77,2.20,2.76,3.23,3.78,4.41,8.35,59657.1,91499.9,3455.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.39,0.67,1.02,1.50,2.05,2.56,3.11,3.74,4.65,6.97,59092.1,91438.7,3425.0,
Stage 1,3455,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,159,C,0.47,0.79,1.10,1.46,1.89,2.32,2.95,3.58,4.65,8.11,59644.0,91455.2,3455.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.55,0.87,1.14,1.46,1.85,2.32,2.91,3.66,5.08,11.14,59088.8,91461.7,3425.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,495,C,0.35,1.10,2.17,2.87,3.35,3.94,4.76,5.47,6.54,10.16,59068.5,90433.0,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.24,0.47,0.71,1.14,1.77,2.52,3.27,3.70,4.69,6.81,59073.8,91567.8,3425.0,
Stage 1,3455,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,159,C,0.31,0.47,0.67,0.91,1.26,1.81,2.52,3.58,4.49,5.71,59649.8,91424.3,3455.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,495,C,0.47,0.83,1.50,2.32,3.03,3.78,4.61,5.55,6.81,9.53,59104.7,90444.2,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.39,0.59,0.83,1.26,1.61,2.24,2.87,3.74,5.28,6.97,59134.9,91597.7,3425.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,143,C,0.47,0.71,1.30,1.93,2.60,3.07,3.54,3.82,4.25,6.69,59595.4,91745.1,3440.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,495,C,0.39,1.38,2.28,3.07,3.50,4.06,4.96,5.71,7.24,8.94,59049.1,90410.6,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.28,0.83,1.85,2.24,2.60,3.03,3.35,3.78,4.53,7.01,59154.3,91615.5,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.20,0.63,1.77,2.40,2.76,3.19,3.46,3.82,4.41,6.30,59238.0,91628.9,3425.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,495,C,0.28,1.14,2.36,3.23,3.90,4.37,5.00,5.71,6.69,10.08,59092.3,90398.2,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.31,1.26,2.01,2.40,2.72,3.11,3.43,3.78,4.61,7.01,59179.7,91629.5,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.35,0.55,0.87,1.30,1.81,2.52,3.35,3.66,4.72,6.81,59260.8,91653.0,3425.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,143,C,0.47,0.71,0.91,1.18,1.61,2.17,2.87,3.50,4.76,7.56,59580.7,91660.5,3440.0,
